File Version,BWRam4.11_1
Run Name,
Product Name,
Batch No,
Lot No,
Sample Suppler,
Sample Notes,
Date,2026-06-14 11:52:33
title,BWS465-785S
model,BTC665N-785S-SYS
c code,SMJ
operator,
pixel_start,0
pixel_end,2047
units,3
show_mode,3
data_mode,0
pixel_mode,0
integration times(sec),3
integration times unit,2
time_multiply,1
average number,1
spectrometer_type,72
yaxis,0
yaxis_min,0
yaxis_max,65535
xaxis,1
xaxis_min,103
xaxis_max,1016
pixel_num,2048
coefs_a0,781.601227069664
coefs_a1,0.152450329669346
coefs_a2,-4.22711107004759E-06
coefs_a3,-8.10798476334763E-10
coefs_b0,-6322.76017464382
coefs_b1,11.7698408209694
coefs_b2,-0.00749009855934912
coefs_b3,3.5578674562391E-06
coefs_r0,1
coefs_r1,0
coefs_r2,0
coefs_r3,0
coefs_j0,1
coefs_j1,0
coefs_j2,0
coefs_j3,0
enable_coefs_r,0
laser_wavelength,784.84
laser_powerlevel,80
probe_index,0
probe_name,
dark_compensate,0
numcoeff_d,7
coefs_d0,0
coefs_d1,1
coefs_d2,0
coefs_d3,0
coefs_d4,0
coefs_d5,0
coefs_d6,0
coefs_d7,0
irradiance_lamp_inttime,1
irradiance_lamp_unitindex,0
Color_Data_Flag,0
Color_StartWL,782
Color_EndWL,782
Color_IncWL,10
power_unit_index,1
photometric_index,0
Illuminant_index,2
observer_index,0
lab_l,0
lab_a,0
lab_b,0
radiometric_flag,0
Data Pretreat_0,
Data Pretreat_1,
Data Pretreat_2,
Data Pretreat_3,
Data Pretreat_4,
Data Pretreat_5,
Data Pretreat_6,
Data Pretreat_7,
Data Pretreat_8,
Data Pretreat_9,
Data Pretreat_10,
Data Pretreat_11,
Data Pretreat_12,
Data Pretreat_13,
Data Pretreat_14,
Data Pretreat_15,
Data Pretreat_16,
Data Pretreat_17,
Data Pretreat_18,
Data Pretreat_19,
Data Pretreat_20,
Data Pretreat_21,
Data Pretreat_22,
Data Pretreat_23,
Data Pretreat_24,
Data Pretreat_25,
Data Pretreat_26,
Data Pretreat_27,
Data Pretreat_28,
Data Pretreat_29,
Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Reference,Raw data #1,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (W/cm^2/nm) #1,RelativeIntensityCorrection_Ratio #1,ReferenceMaterialCorrection_Ratio #1,AbsoluteIrradianceCorrection_Ratio #1,
0,   ,   ,   ,1287.0000,65535.0000,1581.0000,294.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
1,   ,   ,   ,1349.0000,65535.0000,1626.0000,277.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
2,   ,   ,   ,1258.0000,65535.0000,1584.0000,326.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
3,   ,   ,   ,1265.0000,65535.0000,1533.0000,268.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
4,   ,   ,   ,1268.0000,65535.0000,1576.0000,308.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
5,   ,   ,   ,1282.0000,65535.0000,1597.0000,315.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
6,   ,   ,   ,1259.0000,65535.0000,1574.0000,315.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
7,   ,   ,   ,1236.0000,65535.0000,1605.0000,369.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
8,   ,   ,   ,1331.0000,65535.0000,1554.0000,223.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
9,   ,   ,   ,1314.0000,65535.0000,1587.0000,273.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
10,   ,   ,   ,1319.0000,65535.0000,1593.0000,274.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
11,   ,   ,   ,1318.0000,65535.0000,1616.0000,298.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
12,   ,   ,   ,1246.0000,65535.0000,1568.0000,322.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
13,   ,   ,   ,1315.0000,65535.0000,1643.0000,328.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
14,   ,   ,   ,1326.0000,65535.0000,1638.0000,312.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
15,   ,   ,   ,1308.0000,65535.0000,1693.0000,385.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
16,   ,   ,   ,1302.0000,65535.0000,2218.0000,916.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
17,   ,   ,   ,1294.0000,65535.0000,3729.0000,2435.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
18,   ,   ,   ,1269.0000,65535.0000,4690.0000,3421.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
19,   ,   ,   ,1315.0000,65535.0000,5176.0000,3861.0000,0.0000,0.0000,0.0000,0.0000E+00,1.0000E+00,1.0000E+00,
